Home Screen	7f31c4235ce548fdbadbbaf493b7b0f8	home_screen.html	home_screen.png
Create Group	40d864917d284ea38d37c326cd8f04ed	create_group.html	create_group.png
Decision Picker	f91fbcb3a8e2479daba379dff1bb8cc1	decision_picker.html	decision_picker.png
Settings	421a0ac58d494a828f70f1b8a235f0d2	settings.html	settings.png
History	d31952a85e0f4eafb06ef476d04e5bcd	history.html	history.png
Group Details	339d25f41bd542fe996b6221d9d87d78	group_details.html	group_details.png
AI Assistant	9697a9ce7b2c4e62aed433fa6b09f5bb	ai_assistant.html	ai_assistant.png
